Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
3,1,3,1,29.99867,36.39094,1337.9543,9,1,0,24.097383,94.80522
3,8,2,1,21.040615,57.150852,1779.5784,2,0,1,14.023751,73.90215
3,19,1,1,26.166065,55.248165,1409.388,0,1,1,27.792612,89.94158
3,2,1,0,25.662949,30.348999,1685.3107,1,1,0,22.565626,75.40267
3,23,2,1,24.799616,42.901173,1999.9823,4,1,1,25.38902,76.65073
3,13,2,1,29.99867,50.72942,1598.1133,2,0,0,5.5163713,80.41407
3,17,6,0,27.090973,44.67232,1391.764,4,0,0,25.656595,84.49844
3,6,5,1,26.371801,39.5392,1292.9602,9,1,1,21.940878,65.824646
3,5,6,0,21.107365,54.687332,1828.4247,1,0,0,2.4763486,58.035572
3,12,3,1,21.894844,57.8739,1611.2013,3,0,0,24.275482,71.12713
3,3,4,1,27.189896,57.51783,1644.5033,4,0,0,12.991804,85.84124
3,18,7,1,23.200203,36.790558,1168.1383,5,0,0,28.805063,69.12618
3,9,5,0,20.007565,42.85059,1599.6348,7,1,0,20.712135,69.300766
3,12,4,1,21.141296,48.522526,1597.2549,7,1,1,12.04637,56.516956
3,19,2,0,23.186453,52.65008,1815.3374,6,1,1,28.397396,70.47909
3,12,2,1,28.780355,43.44116,1544.9854,1,0,1,0.006642,86.60578
3,22,3,0,23.377934,38.681053,1529.1973,9,0,1,4.8588324,68.95993
3,0,5,0,22.2617,42.51441,1556.0735,9,1,0,18.160976,75.789635
3,16,1,1,22.133867,30.015976,1247.3467,9,1,1,6.502055,83.099396
3,11,5,0,20.03822,52.584965,1439.6179,2,1,1,22.444933,71.6184
3,19,2,0,23.490875,30.015976,1355.3301,1,1,0,25.351292,65.21522
3,1,2,1,21.094284,46.772823,1539.3676,5,1,1,29.965326,69.61813
3,1,6,0,25.95665,45.906948,1207.7024,6,0,0,2.4989793,88.041
3,17,4,1,23.77958,41.528732,1367.552,2,0,0,7.4761143,84.85626
3,10,4,0,24.218958,59.969086,1387.6133,5,1,0,16.811392,79.95959
3,6,2,0,24.520071,56.67081,1745.7104,4,1,0,13.753071,75.67744
3,6,6,0,20.007565,50.694992,1954.8217,4,1,0,15.283686,79.09243
3,9,4,0,28.849262,30.015976,1867.3542,7,0,1,13.906274,94.52534
3,9,7,1,20.309967,50.1974,1999.9823,2,1,1,10.072763,63.416466
3,19,2,0,22.687017,45.494614,1150.7732,2,1,0,20.27513,66.75508
3,23,2,1,23.140953,59.969086,1860.0719,9,0,1,17.045284,71.987785
3,11,5,0,29.99867,36.76577,1000.51263,2,0,1,26.133278,80.23156
3,7,1,0,20.827953,55.644756,1497.5475,8,0,1,19.330868,70.17981
3,10,3,0,20.007565,42.25388,1797.8201,0,0,0,29.965326,69.788086
3,16,1,1,29.644321,42.14868,1466.6945,2,0,0,10.900332,83.331635
3,2,5,0,23.855888,50.972565,1382.8363,0,0,1,0.006642,69.45293
3,8,4,1,24.345242,37.094402,1572.3253,2,0,1,13.593382,81.770966
3,19,1,0,27.440304,33.96917,1219.7258,3,1,0,0.006642,79.25249
3,5,4,0,22.987728,44.756916,1342.3423,8,0,1,4.4728365,81.9272
3,11,2,1,23.476776,49.61863,1763.2816,0,0,1,0.006642,78.83438
3,11,1,0,29.99867,43.17475,1295.5355,5,0,0,21.513634,93.12361
3,5,6,1,26.753536,48.90977,1204.5555,4,1,1,1.9792978,72.97223
3,9,3,0,29.684229,30.015976,1760.7375,3,0,0,13.6546545,82.33242
3,12,5,0,22.996826,57.21042,1720.7161,4,0,1,10.276076,82.99697
3,1,1,1,23.739439,36.445107,1354.0746,7,1,0,24.99814,82.70784
3,12,1,0,26.824757,48.13769,1135.4988,3,0,0,0.006642,79.345634
3,10,3,0,27.109438,57.613174,1898.8495,6,1,1,18.987255,77.09001
3,1,5,0,21.512571,59.969086,1069.7554,7,0,0,10.558788,76.35534
3,11,6,1,25.072697,54.09826,1738.9927,9,1,1,11.84083,72.45004
3,8,1,0,23.698292,44.311943,1416.4329,7,1,1,24.320171,85.599014
3,22,7,0,25.674398,45.658527,1397.3436,7,0,0,17.629465,69.85139
3,13,7,1,25.087341,50.878105,1407.9487,6,1,1,8.06211,77.02049
3,7,6,0,28.073635,45.580624,1723.4034,9,0,0,21.61979,74.38948
3,19,1,1,22.794264,38.143322,1321.9006,2,1,1,27.786617,69.37439
3,1,6,1,24.203611,34.274094,1508.2557,3,0,1,3.2890968,68.83882
3,11,6,1,23.17738,37.93291,1334.7012,7,0,0,16.159721,90.06738
3,21,6,0,29.99867,59.969086,1000.51263,0,1,1,6.226992,75.78652
3,20,1,0,26.257586,42.88379,1738.2874,6,0,0,7.2325144,85.108055
3,5,4,1,23.001114,30.015976,1202.5272,3,1,0,6.994919,88.26584
3,8,5,1,20.663565,33.70356,1421.6002,0,0,1,21.45196,78.67263
3,6,3,1,25.530727,30.015976,1654.0703,4,1,0,28.554083,76.717735
3,8,3,0,24.769327,48.881386,1043.7208,7,1,0,23.176378,56.18852
3,1,6,1,26.264347,51.626526,1464.0205,5,0,1,13.712227,68.99397
3,3,5,0,24.962814,45.7691,1412.5107,7,1,0,7.815235,68.74486
3,21,2,0,24.036638,51.643414,1168.5961,6,1,1,29.602034,65.78329
3,17,1,0,29.839094,59.969086,1897.9877,5,0,1,27.634708,78.24699
3,13,2,1,20.007565,59.969086,1059.2728,2,0,0,24.855091,67.43364
3,16,4,1,20.007565,55.08385,1656.1432,7,0,1,1.2017708,53.26328
3,18,6,0,23.037138,48.57527,1723.7305,8,1,1,9.432116,82.05064
3,1,6,0,29.99867,44.17618,1891.8286,2,0,0,1.8187699,82.47275
3,12,2,0,20.007565,53.418346,1620.2751,4,0,1,0.006642,72.5819
3,22,7,0,29.99867,57.675213,1873.2789,7,0,1,24.49722,93.513916
3,16,2,1,20.172382,53.512447,1554.7587,6,0,1,8.483928,59.902344
3,5,2,1,24.52349,30.015976,1723.8516,1,1,0,12.105407,85.86268
3,1,2,0,29.99867,53.624012,1572.7229,4,1,0,25.489124,79.21835
3,9,5,0,20.615637,56.10143,1488.0164,5,0,1,7.446301,81.423035
3,20,7,1,28.227238,48.88675,1447.4908,2,1,0,20.76172,93.2345
3,4,4,1,27.903759,36.049614,1393.4215,1,1,0,0.5300176,73.26473
3,10,5,0,21.508896,50.611122,1610.9294,5,0,1,29.965326,80.25378
3,11,2,1,27.448704,39.130886,1195.4701,7,1,1,6.1117835,79.707115
3,19,4,0,28.872192,33.45565,1835.4235,2,0,1,7.794138,88.217545
3,4,3,0,29.096865,41.76578,1006.9142,5,0,0,9.014691,67.06918
3,4,5,0,20.007565,46.98457,1673.18,0,0,1,14.581251,65.801575
3,9,2,0,26.977303,51.457726,1665.5659,6,0,0,6.629239,81.01911
3,22,6,0,26.863125,41.87419,1705.0945,0,1,0,1.96284,76.44559
3,6,1,0,22.775671,34.329155,1629.7172,9,1,0,22.840126,59.141857
3,13,5,0,27.307959,59.969086,1879.6909,0,0,0,13.530345,87.63922
3,21,4,0,21.48219,30.015976,1360.7161,1,0,0,0.006642,74.63793
3,13,4,1,22.168867,52.423386,1495.1494,7,1,0,24.936298,72.70068
3,12,4,0,25.318699,51.877865,1039.6046,5,1,1,0.006642,77.3528
3,16,4,1,28.715282,30.015976,1030.9127,9,0,1,1.1989425,85.998795
3,4,6,1,25.691278,55.21862,1202.1241,6,0,1,0.08630068,95.14011
3,0,5,1,26.83011,35.79178,1109.864,5,0,1,21.406347,79.43773
3,1,4,1,26.452248,43.999332,1386.379,7,0,0,29.965326,91.45208
3,18,3,1,29.027742,44.440495,1000.51263,5,0,1,0.006642,83.41201
3,12,6,0,24.196964,36.854485,1735.9021,0,1,0,24.376122,79.598274
3,7,7,1,25.813086,39.011173,1960.2037,7,1,0,0.006642,87.37071
3,10,4,1,26.719255,41.63938,1962.1387,1,0,0,11.225813,81.26027
3,14,7,0,28.102047,55.970978,1439.6759,9,1,1,18.085718,73.84215
3,12,7,1,20.007565,38.35696,1782.9464,0,0,1,9.9425125,53.26328
3,7,1,0,27.60838,48.818016,1894.1285,2,0,0,17.10673,85.444115
3,18,6,0,29.84187,32.283016,1799.4015,9,1,1,19.761381,91.83748
3,9,7,0,21.50116,35.46486,1606.4232,0,1,1,29.965326,72.611885
3,3,5,1,26.450317,50.17519,1000.51263,6,1,1,18.854855,70.98208
3,23,1,1,21.824142,49.631287,1215.1403,2,1,0,20.563433,69.58726
3,17,5,0,20.717262,47.190903,1890.7582,7,1,1,25.067522,73.8297
3,2,3,1,29.15154,42.20828,1767.6648,4,0,0,15.817668,77.576294
3,22,5,1,23.502453,30.015976,1000.51263,8,0,0,10.636428,83.441666
3,4,2,1,24.902119,43.191296,1646.2299,9,1,0,5.1845827,79.81307
3,7,5,0,29.161835,37.28569,1722.7103,4,0,0,27.468988,75.77585
3,23,6,1,21.34395,47.725864,1440.4714,5,1,0,8.343732,75.86849
3,13,2,0,20.007565,51.91417,1675.1628,1,1,1,17.759544,70.25807
3,2,5,1,20.533304,59.969086,1379.5475,2,0,0,14.097734,71.51221
3,17,7,1,24.99196,33.33868,1426.6719,2,1,0,5.142197,91.21
3,20,5,1,25.762558,51.09627,1265.159,9,0,1,14.017704,80.68784
3,1,1,1,20.007565,47.431133,1612.2318,0,1,1,17.18792,77.65525
3,9,6,0,29.99867,50.377666,1289.1702,7,0,1,0.006642,91.35725
3,1,3,0,22.048,48.336025,1709.9745,9,0,0,3.5352156,69.331085
3,18,7,0,20.007565,40.301575,1749.4292,6,0,1,29.965326,62.84343
3,9,1,0,25.006237,59.969086,1610.5251,6,1,1,21.560669,54.75099
3,16,6,0,23.774813,43.17216,1760.6897,9,1,1,13.293978,71.19342
3,1,3,0,25.588253,55.56818,1630.7216,6,1,1,29.965326,71.20227
3,2,2,1,20.007565,30.015976,1532.1105,2,0,0,27.181667,70.49969
3,4,2,0,25.728998,43.98769,1789.8787,5,1,1,12.636469,72.711555
3,5,3,0,22.260748,33.16981,1462.9436,3,1,1,5.351311,74.01889
3,13,2,1,21.258121,44.248478,1469.9751,9,1,1,9.80164,68.107124
3,3,5,1,29.44032,46.891907,1385.9926,0,0,1,7.304031,75.36525
3,21,6,0,20.691484,51.877827,1294.7407,5,1,0,10.250436,64.43113
3,5,3,1,24.535702,51.44302,1243.4586,0,1,1,5.2416315,66.0513
3,18,4,0,23.969208,31.136211,1501.5048,2,0,1,12.614439,72.75476
3,10,2,1,29.99867,50.413097,1099.198,6,1,1,0.42742178,70.477066
3,10,7,0,29.99867,35.635735,1278.2065,2,0,1,17.261438,83.69466
3,3,1,0,20.078363,38.811356,1020.1604,6,1,1,1.96964,81.586815
3,18,6,0,21.003181,51.89995,1142.1586,5,1,1,29.965326,70.239746
3,10,6,0,21.969788,58.397038,1848.4408,9,0,1,29.965326,83.79953
3,11,4,0,29.703342,52.020603,1139.5217,5,1,0,0.006642,89.81595
3,8,3,0,21.770647,41.06146,1660.3716,1,0,1,22.592146,67.8118
3,22,7,1,29.99867,38.513367,1361.9034,9,0,0,24.365025,87.80393
3,4,2,1,24.305477,44.262924,1732.1697,2,0,1,27.627916,60.489468
3,10,2,0,21.493704,40.53111,1507.4692,4,0,0,17.197338,71.019936
3,15,6,0,29.99867,34.37348,1904.3834,9,1,1,20.67769,82.93612
3,9,4,0,23.857182,30.015976,1000.51263,8,1,0,23.324627,70.28269
3,2,1,0,24.581718,32.63707,1295.5563,5,0,0,1.7639347,71.75136
3,19,7,0,21.770954,48.07211,1695.2902,3,1,1,29.700378,73.417885
3,2,5,0,21.756527,44.466164,1543.4347,0,0,0,24.159115,82.18151
3,4,2,1,27.577072,30.015976,1031.0574,6,1,1,21.668522,75.86287
3,10,1,0,21.707874,38.629967,1451.2527,3,1,1,15.52336,64.200645
3,10,7,1,23.362484,33.27789,1000.51263,8,1,0,28.689983,99.20112
3,18,4,1,28.345987,43.563564,1484.8767,2,0,1,12.019442,74.27561
3,0,1,1,23.182386,59.969086,1853.0149,6,0,1,19.047516,69.22859
3,11,7,0,26.812456,49.27703,1470.7328,9,1,0,1.7588805,90.68313
3,18,7,0,20.007565,42.965954,1000.51263,0,1,1,15.115652,73.04145
3,1,7,1,25.976616,54.908123,1678.8381,6,1,1,25.536327,87.719406
3,0,1,1,20.78667,57.38849,1000.51263,0,1,0,24.295942,84.913666
3,17,4,1,24.047316,42.327362,1275.4198,9,1,1,20.035498,72.682655
3,12,7,1,20.007565,45.7353,1209.6063,2,1,1,19.772348,72.43988
3,14,2,1,22.113913,33.157936,1999.9823,8,1,1,27.634287,78.139694
3,14,6,0,25.99871,43.272346,1876.204,8,0,1,21.134123,71.7354
3,23,2,1,23.375614,47.66597,1989.8457,5,1,0,11.798771,88.8544
3,1,5,0,24.29882,35.415024,1830.3269,3,1,1,28.242214,89.57648
3,21,7,0,27.240135,59.969086,1867.7574,0,0,1,19.675905,78.1046
3,14,5,1,29.99867,44.065468,1439.2715,2,1,0,0.006642,69.54362
3,6,6,0,29.99867,59.969086,1069.9857,6,1,0,19.201038,79.42771
3,5,5,1,20.007565,50.228416,1068.797,8,0,1,19.338158,68.78911
3,18,3,1,23.08745,45.774624,1585.3103,6,1,0,29.256073,69.898705
3,16,6,0,21.98823,57.34829,1507.4995,1,0,0,22.794357,75.79513
3,2,2,1,24.126305,47.58326,1471.085,3,1,1,28.430275,77.9657
3,23,6,0,27.816212,52.394966,1941.3866,4,1,1,7.253688,77.70352
3,19,5,0,27.192835,31.357872,1445.6807,8,1,0,23.40475,72.8318
3,15,6,0,25.77776,36.356777,1000.51263,8,1,1,29.05614,90.325874
3,13,6,0,24.041386,37.95167,1185.7524,5,1,1,21.640093,71.03515
3,6,5,0,20.861753,39.96987,1796.0428,2,0,1,21.212729,69.18623
3,8,2,1,28.037928,59.969086,1611.1124,3,0,1,29.965326,82.86477
3,5,2,1,22.108124,40.335228,1562.0663,6,1,0,12.774632,85.80332
3,17,3,1,20.007565,51.974693,1623.7795,8,0,0,18.426636,69.36474
3,23,1,0,24.858637,55.19383,1817.2722,5,1,1,4.4385858,71.98302
3,15,2,0,26.711945,30.015976,1999.9823,1,0,1,4.964075,60.627872
3,8,5,1,24.665993,32.368935,1358.7319,8,1,0,13.703091,69.86971
3,3,2,0,20.007565,51.849247,1751.4545,5,1,0,6.612803,71.55908
3,14,5,0,29.465698,36.828114,1999.9823,0,1,1,12.916807,66.110886
3,22,3,1,20.007565,41.650684,1226.1976,2,0,1,12.581679,69.65017
3,3,3,0,21.515827,50.17574,1353.1998,6,0,1,1.945996,72.56315
3,9,5,0,24.10893,36.75188,1649.8734,3,0,0,21.739637,91.40836
3,23,7,1,22.640907,59.969086,1405.6335,2,0,1,0.6220291,66.95208
3,7,7,0,29.672081,42.050243,1399.263,2,0,0,21.709711,86.413605
3,4,2,0,26.966593,41.97275,1320.6298,7,1,0,16.317814,77.91826
3,5,1,1,21.618214,52.54096,1356.5402,9,1,1,13.626267,81.92395
3,19,5,0,24.129198,40.132732,1819.0397,3,0,0,9.988431,80.658585
3,14,4,0,23.341692,42.471195,1711.1759,8,1,0,27.565386,83.02842
3,23,1,0,23.899849,47.686993,1235.9651,6,0,1,16.366625,83.65553
3,9,1,1,28.486322,30.015976,1646.9742,4,0,0,4.480887,73.55801
3,6,1,0,20.358858,36.45239,1518.3586,6,0,0,2.9626582,55.709927
3,23,7,1,27.637241,49.798954,1075.513,1,0,0,25.928547,70.11072
3,7,6,0,29.99867,54.391045,1743.1555,7,1,1,22.955015,91.50117
3,20,6,1,21.613834,46.596733,1312.0007,0,0,0,20.400358,77.709145
3,22,1,1,24.041739,34.846966,1000.51263,6,1,0,12.6787615,82.99261
3,12,6,0,26.039028,44.127857,1069.6089,7,1,1,22.46729,89.367485
3,15,7,0,28.211922,59.969086,1294.7164,1,0,0,20.823433,59.295605
3,20,5,0,23.558867,51.246475,1050.5795,3,1,1,29.965326,74.70985
3,21,4,0,20.098997,35.569553,1759.4144,9,1,0,29.965326,69.01711
3,0,2,0,27.86624,32.51921,1172.2657,7,0,1,13.163212,69.31493
3,7,7,0,27.50442,42.647404,1658.2201,8,1,0,12.081838,80.85303
3,13,7,0,29.99867,36.846634,1844.5394,8,0,1,28.64028,89.28106
3,5,1,1,21.565147,44.661007,1586.0227,6,0,1,12.588836,55.911465
3,21,1,0,22.349962,38.0079,1431.5381,5,0,1,10.286773,60.391663
3,11,2,1,23.839815,34.983288,1787.1987,4,0,1,0.006642,75.23464
3,13,1,0,26.155014,59.969086,1449.9036,8,0,0,20.371048,79.57869
3,3,3,0,29.99867,41.35342,1670.6588,3,1,0,16.600325,81.44077
3,3,7,1,27.916533,35.11587,1381.9243,5,0,0,26.54346,76.40549
3,14,6,0,22.307589,59.969086,1417.0892,0,1,0,19.514404,75.91356
3,4,6,1,29.99867,46.14369,1999.9823,0,1,1,10.372388,77.17823
3,12,6,1,25.070467,52.77716,1668.4843,6,1,1,3.72382,69.56513
3,11,1,0,21.238264,56.81635,1751.707,8,1,1,29.965326,70.57302
3,20,4,1,24.623863,55.915813,1778.0585,6,1,0,25.437557,84.50682
3,18,4,1,25.28667,59.969086,1765.7568,2,0,0,6.816302,78.110825
3,23,6,1,22.107155,34.054386,1439.9673,3,0,0,9.279878,69.28636
3,7,3,1,28.310266,56.076027,1457.7137,7,1,1,5.7249527,85.32009
3,16,4,1,22.254457,54.528435,1246.6294,3,1,1,22.068314,68.41281
3,13,3,0,26.862682,55.704742,1990.7366,2,1,1,16.74686,74.75948
3,20,6,1,29.99867,47.292164,1172.423,8,0,0,16.663836,87.70139
3,13,3,1,25.923147,30.015976,1577.1663,6,0,1,25.692633,74.60231
3,17,6,0,25.546389,53.90311,1866.2473,0,1,0,7.0723987,80.5183
3,20,3,1,20.821957,52.144035,1433.553,7,0,1,25.913366,70.0702
3,4,4,1,27.667505,59.969086,1695.7019,2,0,1,6.363572,76.78924
3,11,4,1,29.241173,41.768494,1341.3876,5,1,0,29.06103,84.60042
3,14,2,1,20.007565,43.29208,1139.788,9,0,0,13.480645,64.26191
3,5,5,0,21.230047,56.49891,1849.721,3,1,1,25.03878,62.3178
3,22,3,0,26.83712,46.364616,1352.2411,8,1,0,19.892088,78.898705
3,17,5,0,28.24732,43.193554,1486.1659,9,1,1,16.39623,82.42163
3,11,3,0,24.816463,43.758354,1600.0806,3,0,1,27.614235,75.40177
3,14,5,1,29.091173,59.969086,1133.603,3,1,0,13.944624,75.63418
3,18,4,1,23.904102,44.785084,1000.51263,3,1,0,24.621763,82.672615
3,23,6,0,26.054453,51.603165,1740.7217,7,0,1,19.68714,79.504265
3,20,6,0,24.100128,49.577827,1457.8658,2,0,0,19.309427,72.90002
3,17,5,0,27.404776,48.999302,1753.8395,7,1,0,11.872038,84.076294
3,4,4,1,26.42333,59.969086,1120.8254,2,0,1,15.1755905,82.01743
3,22,3,0,21.086449,52.161037,1977.6918,9,0,0,15.40934,71.963646
3,15,6,1,29.58103,40.285606,1299.9233,6,0,0,19.832811,72.62935
3,14,3,1,27.035938,56.583694,1033.7031,2,0,0,29.965326,73.90349
3,15,6,0,29.99867,53.191692,1369.1089,8,1,0,18.622429,96.69807
3,3,6,0,25.787914,53.44638,1825.6958,6,0,1,15.291811,86.95102
3,23,1,1,23.178144,42.17331,1180.2148,0,0,0,0.006642,77.17558
3,22,7,1,24.199236,51.317997,1611.2972,5,0,1,29.965326,65.79876
3,1,1,0,24.468534,52.769547,1864.0413,5,0,0,7.4721284,71.52758
3,16,1,1,25.685276,59.969086,1226.0118,9,1,1,13.258061,83.03499
3,16,5,1,27.99194,59.969086,1999.9823,3,1,0,0.9378353,91.76229
3,4,1,1,29.487413,50.861195,1270.5403,0,0,1,26.673897,82.1061
3,5,5,1,22.28792,58.27628,1527.1803,8,0,0,16.620222,71.29985
3,4,1,0,24.44576,51.429752,1548.7898,7,0,0,19.737398,69.433914
3,20,2,1,25.957386,59.039597,1853.1449,4,0,0,24.713655,68.54897
3,18,5,0,21.694254,43.72758,1314.7524,8,1,0,0.006642,66.3713
3,13,5,1,25.061066,49.81635,1156.482,2,0,1,24.97742,79.415634
3,2,1,1,21.326689,37.60947,1440.0676,0,1,0,9.606987,56.946156
3,11,1,0,23.723297,59.969086,1128.6754,7,1,0,13.0813875,76.94958
3,5,2,1,22.803047,45.651554,1388.5284,8,0,1,17.390846,69.06634
3,8,3,1,27.026707,59.969086,1166.5172,5,0,1,17.359938,92.07143
3,6,2,0,22.751965,59.969086,1313.894,8,0,0,20.405966,80.124954
3,16,5,0,26.713408,41.505505,1878.6724,8,1,1,23.506006,85.46066
3,18,6,0,27.760736,39.229977,1843.4017,9,0,0,6.9058228,68.79505
3,17,1,1,29.99867,39.32183,1039.8403,5,1,0,5.8206615,81.67855
3,13,1,0,25.390476,58.270576,1999.9823,7,1,0,29.965326,84.908424
3,4,3,0,22.873228,59.969086,1767.1798,4,0,1,5.476982,69.47738
3,0,3,0,27.727125,40.35499,1196.3782,4,0,0,15.16413,78.26366
3,1,4,0,29.99867,57.44758,1290.6896,7,1,1,0.32408762,74.02183
3,13,7,0,24.552053,37.92337,1306.7946,7,0,0,29.965326,77.725044
3,18,4,0,21.16629,51.393803,1194.2462,2,1,1,15.75508,70.381836
3,10,4,0,25.251623,50.12138,1290.9777,0,1,1,8.61797,87.70548
3,17,4,1,26.109064,39.129868,1627.754,2,0,0,28.045153,82.31349
3,14,2,1,21.179676,31.151884,1019.28955,7,0,0,26.035524,88.47485
3,7,2,1,29.024624,46.998707,1265.8336,5,1,0,29.965326,89.545456
3,19,6,1,26.28912,49.069324,1796.1249,8,1,0,17.234755,73.200386
3,11,1,1,27.817635,48.256336,1745.5082,2,1,1,26.609428,79.351425
3,15,6,1,20.007565,30.015976,1285.9337,9,1,0,10.292173,78.29323
3,14,3,1,25.348555,41.68113,1999.9823,6,1,1,2.1099951,74.636536
3,4,4,1,21.242222,53.295956,1687.7461,6,0,0,23.135193,70.561646
3,9,1,0,20.201488,51.21011,1418.6844,0,0,0,29.965326,75.02781
3,21,1,0,29.142681,36.228024,1287.6207,3,0,1,14.565088,75.56285
3,18,1,0,22.4462,37.094975,1973.2174,8,0,0,21.68762,91.80488
3,11,5,0,25.391237,41.26229,1359.1172,5,0,1,7.7754464,75.107635
3,5,1,0,26.923075,33.953648,1638.3838,3,1,1,26.96907,72.92657
3,18,7,0,24.616518,45.549564,1634.0096,0,1,1,27.74497,73.72434
3,12,1,0,26.435282,58.480515,1170.792,9,1,1,6.1517024,67.15006
3,20,3,1,27.13528,36.85892,1845.483,6,1,0,9.454666,82.98746
3,5,7,1,20.007565,38.521343,1232.8889,7,1,1,11.308125,60.6631
3,15,2,0,20.007565,54.68705,1941.1221,6,0,1,6.2948914,75.11023
3,23,4,0,29.488804,59.969086,1058.6626,9,1,0,6.4937773,95.06206
3,11,6,1,20.007565,30.312162,1302.6815,3,1,1,7.640177,80.177086
3,19,2,1,25.600576,35.06452,1198.941,8,1,1,24.679808,70.934006
3,9,5,0,28.612173,44.379917,1186.845,1,0,0,29.965326,81.36136
3,8,4,1,29.99867,59.55554,1758.0941,3,1,0,19.281681,79.70841
3,13,7,1,23.401882,40.223526,1214.2249,7,0,0,28.42533,70.73511
3,19,5,0,26.703054,41.619488,1918.7645,7,1,1,24.342596,68.58468
3,2,4,1,21.324781,59.09617,1905.1052,9,1,1,3.462589,69.575935
3,16,3,0,22.062746,30.015976,1744.3561,1,1,1,0.006642,68.35589
3,12,5,0,29.457993,36.047485,1127.5605,3,1,1,21.770346,84.488976
3,5,7,1,22.454111,56.363808,1514.547,9,1,1,0.006642,77.19324
3,20,3,0,26.789421,58.675663,1735.5958,6,1,0,20.816263,83.17742
3,19,1,1,22.554224,54.378235,1120.3167,7,0,1,5.3808928,71.80625
3,1,4,1,23.092312,59.969086,1287.4617,2,0,1,19.399275,80.75218
3,19,2,0,28.872744,35.83996,1762.1302,6,0,1,20.567999,89.123116
3,17,1,0,24.299194,46.79797,1108.2506,2,0,1,3.6160414,72.09031
3,21,4,0,29.99867,59.80175,1681.784,2,0,1,14.768729,79.217094
3,19,2,0,25.355705,33.479473,1889.0797,3,1,0,27.301573,84.1836
3,7,4,1,24.20474,41.67666,1457.6489,1,0,0,12.237408,71.7484
3,4,5,0,26.690187,44.277935,1199.5352,5,0,1,19.03402,85.4237
3,13,2,1,23.461174,43.194073,1939.9557,2,0,1,29.919516,90.73674
3,18,2,0,29.247053,51.311787,1281.5391,7,1,1,18.21237,94.528046
3,19,2,0,20.007565,35.20807,1004.7593,9,0,1,26.923323,75.38779
3,0,7,1,22.424324,39.537468,1021.05865,5,0,1,15.926205,65.10605
3,1,7,0,22.6701,53.4134,1281.3888,9,0,0,0.006642,81.22861
3,17,7,1,27.186392,42.955116,1833.0155,0,0,0,7.5985546,76.04496
3,4,1,0,25.609097,52.57259,1852.7513,7,1,0,19.84763,86.73203
3,18,3,1,23.246422,44.244762,1408.1473,0,0,1,29.965326,78.34492
3,9,7,0,29.99867,59.969086,1173.9347,1,1,0,27.418211,83.731125
3,20,2,0,29.36906,55.24581,1423.8135,0,1,0,18.968683,64.66577
3,8,3,0,24.89658,52.396294,1871.0323,0,0,1,6.046196,69.49262
3,4,5,1,20.007565,58.347363,1332.7532,6,1,1,29.965326,77.2886
3,23,6,1,20.8133,34.623753,1134.6022,4,1,0,14.006088,60.5068
3,0,1,0,29.99867,30.673935,1734.4791,9,1,1,29.965326,98.39775
3,13,4,1,25.09443,30.204344,1815.6282,3,0,0,28.460312,83.887856
3,8,6,0,24.829224,45.87257,1089.357,9,1,1,19.082354,99.20112
3,17,1,0,29.176874,41.735394,1305.7263,8,1,0,7.440501,81.88232
3,19,5,0,28.947851,30.866653,1915.0786,9,1,1,15.2842,84.01017
3,20,3,0,20.240356,43.178307,1410.6547,4,1,0,29.965326,84.6437
3,1,4,1,20.007565,44.266407,1380.5837,1,1,1,14.908928,65.7724
3,3,4,1,24.590994,38.931946,1940.374,3,1,0,20.507568,88.09612
3,20,5,1,23.623161,41.60571,1000.51263,9,0,0,12.045794,67.0393
3,7,4,0,28.36571,38.44268,1467.1051,8,1,0,11.065579,91.04661
3,5,4,0,29.99867,43.567886,1140.6727,8,1,1,19.786526,79.117905
3,0,7,0,26.887526,44.372158,1868.0431,7,1,1,1.9309611,79.43529
3,18,5,0,22.600735,44.06882,1512.396,1,1,0,9.594831,62.3391
3,15,6,1,24.968868,33.963173,1912.297,6,1,1,12.111727,82.95272
3,19,5,0,22.765038,50.36422,1824.6864,8,0,0,10.090682,79.200005
3,23,7,1,25.265413,59.969086,1397.7246,5,0,0,20.872673,77.003006
3,13,2,0,22.338005,55.753124,1682.4362,4,0,0,6.777521,97.31689
3,12,7,0,20.62466,59.969086,1476.0958,1,0,0,6.096591,53.26328
3,9,7,1,23.986923,59.969086,1569.9849,3,1,0,21.720974,66.03967
3,15,2,0,21.255589,55.110317,1358.7843,7,1,0,0.7234549,70.446396
3,16,2,1,29.99867,53.94353,1578.2883,0,0,0,6.678618,78.70214
3,23,1,1,20.007565,30.015976,1729.2267,8,0,1,22.479696,74.88908
3,21,7,0,23.387148,59.969086,1716.1488,4,0,1,22.752768,67.13157
3,14,4,0,29.99867,50.17387,1475.3105,1,0,0,24.097813,94.3721
3,5,5,0,28.571554,41.583088,1348.2043,1,0,1,1.7104355,72.3753
3,19,6,1,25.343939,59.761833,1059.8962,1,0,0,19.60034,77.91129
3,21,1,1,24.574015,42.965416,1144.2124,5,1,1,25.688675,70.109
3,21,5,0,27.927856,40.1238,1140.898,5,1,0,23.315922,89.493614
3,23,1,0,25.926981,30.015976,1586.0347,4,1,0,21.82794,98.92287
